subject,type,course,category,year,university,student_1,professor_1,professor_2,professor_3,moshaver_1,moshaver_2,moshaver_3
بررسی ژنتیکی اختلالات ناشنوایی با تعیین توالی اگزوم در چهار خانواده ایرانی,پیشنهاده,کارشناسی ارشد,N/A,1401,دانشگاه تبریز، دانشکده علوم طبیعی,مریم سلماسی زاده,محمد خلج کندری,معصومه فلاح,N/A,مسعود گرشاسبی,N/A,N/A
مطالعه بیوانفورماتیکی ژن های میتوکندریایی پاسخ دهنده به خشکی و محلول پاشی با متانول و بررسی بیان برخی از آن ها,پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه گیلان، دانشکده علوم کشاورزی,نرگس یازرلو,حبیب الله سمیع زاده لاهیجی,N/A,N/A,محمد محسن‌زاده گلفزانی,محمد مهدی تقوایی,N/A
تحلیل بیوانفورماتیکی ترادف های ژن نوکلئوکپسید در گروه های مختلف کروناویروس ها به عنوان رهیافتی در مطالعات طراحی واکسن,پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه مراغه، دانشکده علوم پایه,مهسا عبدالجباری,راحله مجدانی,N/A,N/A,زهره جهان افروز,N/A,N/A
بررسی اثرات چند اسانس گیاهی بر استافیلوکوکوس ارئوس به صورت آزمایشگاهی و بیوانفورماتیکی,پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه گنبدکاووس، دانشکده علوم پایه و فنی مهندسی,محمد ولیان,ماتیا سادات برهانی,عیسی جرجانی,N/A,اسماعیل باباخانزاده سجیرانی,سهراب بوذرپور,N/A
تعیین ژن‌های کلیدی موثر در کیفیت چای از طریق متاآنالیز داده‌های بیانی (Camellia sinensis),پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه شهید بهشتی، دانشکده علوم و فناوری زیستی,لادن فدایی,مسعود توحیدفر,N/A,N/A,N/A,N/A,N/A
اثر ضد میکروبی و عملکرد آنتی اکسیدانی نانوذرات نقره سنتز شده توسط عصاره های قارچی و تعیین شرایط بهینه سنتز,پیشنهاده,کارشناسی ارشد,N/A,1401,دانشگاه کردستان، دانشکده علوم پایه,سهند کریمی,مراحم اشنگرف,N/A,N/A,N/A,N/A,N/A
ردیابی ژنتیکی بورلیا در نمونه خون جوجه های خانگی بر اساس ژن تاکی B,پیشنهاده,کارشناسی ارشد,N/A,1401,دانشگاه سمنان، دانشکده دامپزشکی,فاطمه ده بوید,حمید استاجی,N/A,N/A,N/A,N/A,N/A
زمانبندی کاربرد‌های مبتنی بر ماتریس خلوت بر روی سیستم‌های ناهمگن CPU-GPU,پیشنهاده,دکتری تخصصی (PhD),N/A,1401,دانشگاه فردوسی مشهد، دانشکده مهندسی,احمد شکرانی بایگی,عبدالرضا ٍٍسوادی,N/A,N/A,محمود نقیب زاده,N/A,N/A
شناسایی پپتیدهای ایمونوژن مشتق شده از فاکتور هشت توسط رویکرد یادگیری ماشین و طراحی موتانت های آنها جهت کاهش ایمنوژنیسیته فاکتور هشت بدون ایجاد تغییر در ساختار آن,پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه تهران، مرکز تحقیقات بیوشیمی-بیوفیزیک,مهسا بهرامی مقدم,کاوه کاوسی,محمدعلی مظلومی,N/A,N/A,N/A,N/A
روش خوشه بندی مبتنی بر چندنمایه در محیط نیمه نظارتی با کمک فاکتور سازی غیر منفی,پیشنهاده,کارشناسی ارشد,N/A,1401,دانشگاه تبریز، دانشکده مهندسی برق و کامپیوتر,سارا قاسم پور,پدرام صالح پور,N/A,N/A,سعید پاشازاده,N/A,N/A
پیش‌بینی پیوند در شبکه‌های چندلایه‌ی تبلیغات رسانه‌های اجتماعی: پلتفرم ایرانی جریان,پیشنهاده,کارشناسی ارشد,N/A,1401,دانشگاه تربیت مدرس، دانشکده مهندسی صنایع و سیستم‌ها,سینا سلامی,امیر البدوی,N/A,N/A,N/A,N/A,N/A
مطالعه تغییرات ژنی در ژن HOXA9 در بیماران ایرانی مبتلا به لوسمی لنفوبلاستیک حاد سلول‌های B,پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه یزد، پردیس علوم - گروه زیست‌شناسی,نرگس خمر,محمد مهدی حیدری,N/A,N/A,مهری خاتمی,N/A,N/A
تعیین سطح ویتامین D با کمک یادگیری عمیق,پیشنهاده,کارشناسی ارشد,N/A,1401,دانشگاه هرمزگان، دانشکده فنی و مهندسی,نسرین به روش,شهرام گلزاری هرمزی,N/A,N/A,عبدالله خلیلی,N/A,N/A
همبستگی بیان 132-miR و تعدادی از ژنهای مهم مهارکننده تومور در ردههای سلولی گلیوبلاستوما,پیشنهاده,کارشناسی ارشد,N/A,1401,دانشگاه تربیت مدرس، دانشکده علوم زیستی,کیمیا عبدی کمارعلیا,سیدجواد مولی,N/A,N/A,N/A,N/A,N/A
تعیین هویت برخی گیاهان دارویی استان لرستان بر اساس توالی های مولکولی,پیشنهاده,کارشناسی ارشد,N/A,1401,دانشگاه آزاد اسلامی ‌واحد قم، دانشکده علوم پایه,مهزاد بنیادی,مریم خوش سخن مظفر,N/A,N/A,__ __,N/A,N/A
شناسایی شبکه RNA درون زاد رقابتی LncRNA/circRNA/Pseudogene-miRNA-mRNA در سرطان تیروئید پاپیلاری,پیشنهاده,دکتری تخصصی (PhD),N/A,1401,دانشگاه اصفهان، دانشکده علوم و فناوری‌های نوین,سیده المیرا یزدی روح الامینی,سید مرتضی جوادی راد,N/A,N/A,محسن کلاهدوزان,N/A,N/A
بیان ژن miR-30b-3p در پیشرفت و برگشت مراحل فیبروز کبدی القا شده توسط تتراکلرید کربن در مدل موشی,پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه تربیت مدرس، دانشکده علوم پزشکی,امیرحسین نفری,عباس صاحبقدم لطفی,N/A,N/A,سید علیرضا مصباح نمین,N/A,N/A
به‌کارگیری منابع متاژنومیک برای جداسازی آنزیم‌های با کاربرد کشاورزی,پارسای داخل کشور,دکتری تخصصی (PhD),N/A,1401,پژوهشگاه بیوتکنولوژی کشاورزی ایران,مرتضی ملکی,قاسم حسینی سالکده,شهره آریائی نژاد,N/A,N/A,N/A,N/A
شبیه‌سازی و پیش‌بینی نقاط تاخوردگی پروتئین‌ها با بهره‌گیری از روش‌های مدلینگ و الگوریتم‌های حل مسأله,پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه پیام نور استان یزد، مرکز پیام نور تفت,N/A,سعید رضایی زارچی,N/A,N/A,حسین ابرقویی,N/A,N/A
ارزیابی اثر بازدارنده های شیمیایی بر تولید بتاکاروتن در بلاکسلا تریسپورا از طریق سازوکار تکامل سازشی,پیشنهاده,دکتری تخصصی (PhD),N/A,1401,سازمان پژوهشهای علمی و صنعتی ایران، پژوهشکده زیست‌فناوری,حمیده مرادی,داود زارع,N/A,N/A,مهرداد آذین,حمید مقیمی,N/A
تولید و توصیف ویژگی وزیکول های تغییریافته ی حاصل از غشای خارجی باکتری اشرشیاکلای با هدف ایجاد یک سیستم دارورسانی با منشاء زیستی,پارسای داخل کشور,دکتری تخصصی (PhD),N/A,1401,دانشگاه اصفهان، دانشکده علوم و فناوری‌های نوین,زهرا سپهدار,مهران میراولیایی,مونا سلیمی,N/A,N/A,N/A,N/A
استفاده از سامانه سه جزئی آپتامر- نانوذره سیلیس مزو حفره- آنتی بیوتیک برای سرکوب بیوفیلم استافیلوکوکی در استخوان,پارسای داخل کشور,دکتری تخصصی (PhD),N/A,1401,دانشگاه اصفهان، دانشکده علوم و فناوری‌های نوین,محمد مرادی,حسن محبت کار,ماندانا بهبهانی,N/A,قاسم دینی,N/A,N/A
بهبود کارایی الگوریتم‌های فشرده‌سازی خوانش‌های توالی‌یابی ژن با تمرکز بر نرخ فقدان حافظه نهان,پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه صنعتی شریف، دانشکده مهندسی کامپیوتر,محمد شاداب,مازیار گودرزی,N/A,N/A,N/A,N/A,N/A
ارائه یک روش ترکیبی دسته بندی کننده با استفاده از معیارهای TPR و TNR به منظور پیش بینی ارتباط در شبکه های اجتماعی بزرگ (توییتر، فیسبوک، ویکی پدیا),پیشنهاده,کارشناسی ارشد,N/A,1401,دانشگاه علوم و فنون مازندران، دانشکده فنی و مهندسی,علی راوی,نیک بخش جوادیان,N/A,N/A,N/A,N/A,N/A
تهیه ژن کیمری SOD-CAT مستخرج از باکتری Dienococcus radiodurans با استفاده از روش SOEing-PCR,پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه گیلان، دانشکده علوم پایه,محمود فرحی جهرمی,سهیلا طالش ساسانی,حسین شاهسوارانی,N/A,رضا آهنگری‌کهن,N/A,N/A
بررسی بیان RNA غیر کد کننده بلند MIAT در بافت های توموری مغز (مننژیوم خوش خیم، مننژیوم غیر معمول (آتیپیک) و گلیوما) و اثر مهار آن بر روند رشد و تکثیر رده ی سلولی U87,پارسای داخل کشور,دکتری تخصصی (PhD),N/A,1401,دانشگاه اصفهان، دانشکده علوم و فناوری‌های نوین,فرزانه امیرماهانی,صادق ولیان بروجنی,ملک حسین اسدی,N/A,N/A,N/A,N/A
آنالیز مجدد داده های توالی یابی کل اگزوم در 10 بیمار تشخیص داده نشده ایرانی مبتلا به بیماری شارکوت ماری توث,پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه علوم بهزیستی و توانبخشی، گروه ژنتیک,معصومه گلیجانی مقدم,زهره فتاحی,N/A,N/A,کیمیا کهریزی,مژگان بابانژاد,N/A
آنالیز همترازی توالی‌ها با استفاده از الگوریتم‌های محلی,پارسای داخل کشور,کارشناسی ارشد,N/A,1401,دانشگاه شهید باهنر کرمان، دانشکده ریاضی و کامپیوتر,سولماز فرامرزی,عظیم ریواز,N/A,N/A,سمیه زنگویی زاده,N/A,N/A
ارزیابی ایمنی‌زایی نانوذرات کیتوزان حاوی پروتئین نوترکیب CD44 علیه سرطان سینه در مدل موش BALB/c,پارسای داخل کشور,دکتری تخصصی (PhD),N/A,1401,دانشگاه فردوسی مشهد، دانشکده علوم,الهه غیبی,احمد آسوده,N/A,N/A,جعفر امانی,N/A,N/A
طراحی In-silico و تولید آنتی ژن نوترکیب مربوط به پروتئین نوکلئوکپسید SARS-COV-2 برای سنجش آنتی بادی افراد و تولید آنتی بادی نوترکیب ScFV بر علیه آن به روش نمایش فاژی,پیشنهاده,دکتری تخصصی (PhD),N/A,1401,دانشگاه تربیت مدرس، دانشکده علوم پزشکی,عباسعلی سالاری فر,محمدجواد رسایی,N/A,N/A,سعید خلیلی,N/A,N/A
